frame	time_s	mouse_screen_x	mouse_screen_y	mouse_ray_x	mouse_ray_y	mouse_ray_z	PlayerCapsule_0_pos_x	PlayerCapsule_0_pos_y	PlayerCapsule_0_pos_z	PlayerCapsule_0_q_x	PlayerCapsule_0_q_y	PlayerCapsule_0_q_z	PlayerCapsule_0_q_w	PlayerCapsule_0_eul_x	PlayerCapsule_0_eul_y	PlayerCapsule_0_eul_z	PlayerCapsule_0_hovered	Car1_1_pos_x	Car1_1_pos_y	Car1_1_pos_z	Car1_1_q_x	Car1_1_q_y	Car1_1_q_z	Car1_1_q_w	Car1_1_eul_x	Car1_1_eul_y	Car1_1_eul_z	Car1_1_hovered	Car2_2_pos_x	Car2_2_pos_y	Car2_2_pos_z	Car2_2_q_x	Car2_2_q_y	Car2_2_q_z	Car2_2_q_w	Car2_2_eul_x	Car2_2_eul_y	Car2_2_eul_z	Car2_2_hovered	evt_trial_0	evt_lane_1	evt_car_2	evt_yielding_3	evt_ehmi_4
6839	29.2642	811	404.8542	-0.8195979	-0.186421	0.5417624	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6840	29.26835	811	404.8542	-0.8196023	-0.186438	0.5417499	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6841	29.27206	811	404.8542	-0.8196061	-0.1864541	0.5417386	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6842	29.27567	811	404.8542	-0.8196096	-0.186468	0.5417284	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6843	29.28021	811	404.8542	-0.8196121	-0.1864822	0.5417199	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6844	29.28635	811	404.8542	-0.8196165	-0.1865001	0.541707	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6845	29.29091	811	404.8542	-0.8196219	-0.1865243	0.5416905	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6846	29.29529	811	404.8542	-0.8196259	-0.1865418	0.5416785	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6847	29.29994	811	404.8542	-0.8196293	-0.1865606	0.5416669	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6848	29.30424	811	404.8542	-0.819633	-0.1865792	0.5416548	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6849	29.30835	811	404.8542	-0.8196366	-0.1865972	0.5416431	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6850	29.31231	811	404.8542	-0.8196401	-0.1866146	0.5416319	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6851	29.31642	811	404.8542	-0.8196437	-0.1866301	0.5416212	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6852	29.32056	811	404.8542	-0.8196471	-0.1866472	0.5416101	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6853	29.32476	811	404.8542	-0.8196502	-0.1866644	0.5415994	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6854	29.3288	811	404.8542	-0.8196542	-0.1866817	0.5415874	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6855	29.33263	811	404.8542	-0.8196577	-0.1866984	0.5415764	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6856	29.33639	811	404.8542	-0.8196601	-0.1867158	0.5415668	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6857	29.34053	811	404.8542	-0.8196634	-0.1867314	0.5415564	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6858	29.34476	811	404.8542	-0.8196671	-0.1867485	0.5415449	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6859	29.34872	811	404.8542	-0.8196702	-0.1867679	0.5415335	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6860	29.35297	811	404.8542	-0.8196734	-0.1867846	0.5415228	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6861	29.35717	811	404.8542	-0.8196767	-0.1868031	0.5415115	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6862	29.36196	811	404.8542	-0.8196803	-0.1868219	0.5414996	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6863	29.36693	811	404.8542	-0.8196846	-0.1868434	0.5414857	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6864	29.37129	811	404.8542	-0.8196882	-0.1868648	0.5414728	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6865	29.37578	811	404.8542	-0.8196916	-0.186884	0.541461	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6866	29.37979	811	404.8542	-0.8196958	-0.1869047	0.5414476	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6867	29.38377	811	404.8542	-0.8196989	-0.1869217	0.541437	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6868	29.38793	811	404.8542	-0.819702	-0.1869407	0.5414256	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6869	29.39179	811	404.8542	-0.8197052	-0.186959	0.5414146	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6870	29.39632	811	404.8542	-0.8197074	-0.1869784	0.5414045	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6871	29.40095	811	404.8542	-0.8197117	-0.1869981	0.5413913	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6872	29.4051	811	404.8542	-0.8197148	-0.1870197	0.5413789	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6873	29.4088	811	404.8542	-0.8197184	-0.1870386	0.5413671	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6874	29.41265	811	404.8542	-0.8197212	-0.1870555	0.541357	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6875	29.41717	811	404.8542	-0.8197243	-0.1870742	0.5413458	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6876	29.42167	811	404.8542	-0.8197275	-0.1870949	0.5413339	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6877	29.4267	811	404.8542	-0.8197305	-0.1871175	0.5413215	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6878	29.43167	811	404.8542	-0.8197349	-0.1871399	0.5413072	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6879	29.43594	811	404.8542	-0.8197386	-0.1871641	0.5412931	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6880	29.4398	811	404.8542	-0.8197414	-0.1871838	0.5412821	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6881	29.44364	811	404.8542	-0.8197443	-0.1872034	0.541271	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6882	29.44769	811	404.8542	-0.8197474	-0.1872211	0.5412601	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
6883	29.45157	811	404.8542	-0.8197504	-0.1872409	0.5412486	-0.001106146	0.1324241	0.7805136	0	-0.4710121	0	0.8821267	0	303.8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0					
